"pid","reason_index","reason","systemic_vs_individual","toward_government","nonsensical","category","rationale"
"KB341xj",1,"difference in generations","systemic",0,0,"social","The reason refers to societal trends and differences between age groups."
"KB341xj",2,"progress in the world","none",0,1,"other","The reason 'progress in the world' is too vague and lacks a clear explanation or context."
"KB341xj",3,"lazy","individual",0,0,"other","The reason attributes the cause to personal behavior or effort."
"KB341xj",4,"won't confront current reality","individual",0,0,"other","The reason suggests a personal choice or behavior of not facing reality."
"GS484yn",1,"low pay","systemic",0,0,"economic","Low pay is typically related to systemic economic factors such as market conditions or industry standards."
"GS484yn",2,"high housing costs","systemic",0,0,"economic","High housing costs are typically influenced by market dynamics and policies, which are systemic factors."
"GS484yn",3,"little upward mobility","systemic",0,0,"economic","Lack of upward mobility is often due to systemic economic structures and barriers."
"QQ652ox",1,"Can't afford a house","systemic",0,0,"economic","The reason relates to economic factors such as housing market conditions and affordability issues."
"QQ652ox",2,"Not a lot of career opportunities","systemic",0,0,"economic","Lack of career opportunities is a systemic issue related to the job market and economic conditions."
"QQ652ox",3,"Jobs being replaced by AI","systemic",0,0,"economic","AI replacing jobs is a systemic issue related to technological advancement and market changes."
"QQ652ox",4,"Harder to put food on the table","systemic",0,0,"economic","The reason suggests economic hardship, likely due to systemic factors like market conditions or economic policies affecting food affordability."
"QQ652ox",5,"Unequal access to good healthcare","systemic",0,0,"social","The reason highlights a systemic issue related to healthcare access, which is a social concern."
"QD618yk",1,"can't afford food","systemic",0,0,"economic","The reason relates to economic conditions affecting affordability."
"QD618yk",2,"can't afford housing","systemic",0,0,"economic","The reason relates to economic structures affecting housing affordability."
"QD618yk",3,"always feeling alone","individual",0,0,"social","The reason relates to personal feelings and social experiences."
"QD618yk",4,"having to bed for money/scraps","individual",0,0,"economic","The reason implies a personal situation of poverty or lack of resources, which is an individual economic issue."
"QD618yk",5,"nobody helps them","both",0,0,"social","The reason implies a lack of support which can be due to both systemic issues (lack of social services) and individual actions (people not helping)."
"ZQ679tg",1,"DEI removal","systemic",0,0,"social","Refers to the removal of diversity, equity, and inclusion initiatives, which are systemic social structures."
"ZQ679tg",2,"executive orders","systemic",1,0,"political","Executive orders are a tool used by government leaders to direct operations and influence policy."
"ZQ679tg",3,"Supreme court rulings","systemic",1,0,"political","Supreme Court rulings are decisions made by a governmental institution, impacting laws and policies."
"ZQ679tg",4,"congressional action or inaction","systemic",1,0,"political","The reason involves the actions or lack thereof by Congress, which is a political institution."
"BK623mw",1,"They are ignored","systemic",0,0,"social","Being ignored suggests a social issue related to exclusion or lack of attention from others or society."
"BK623mw",2,"There are not many services or help available","systemic",0,0,"social","Lack of available services or help is a systemic issue related to social support structures."
"BK623mw",3,"They are considered undesireable",NA,0,0,NA,"The reason is based on perception or opinion, not a systemic or individual cause."
"BK623mw",4,"They have no advocacy","individual",0,0,"social","Lack of advocacy is related to personal or group action and support."
"BK623mw",5,"The rich continue to get richer","systemic",0,0,"economic","The statement refers to a systemic economic trend where wealth accumulation is concentrated among the rich."
"GB372pe",1,"They may not have a professional network and cannot advance to better types of jobs","both",0,0,"economic","Lack of a professional network is an individual issue, but it also reflects systemic barriers in job advancement."
"GB372pe",2,"They are racially discriminated against","systemic",0,0,"social","Racial discrimination is a systemic social issue."
"GB372pe",3,"They have medical debt due to lacking affordable healthcare","systemic",0,0,"economic","The reason highlights a systemic issue related to the affordability of healthcare, leading to medical debt."
"GB372pe",4,"They grew up in a lower social class and are hitting glass ceilings in jobs and society trying to advance","both",0,0,"social","The reason involves both systemic issues like social class and individual efforts to advance."
"GB372pe",5,"They are a woman who are generally discriminated against professionally","both",0,0,"social","The reason involves both systemic discrimination against women and individual identity as a woman."
"RI475ia",1,"finances","none",0,1,"other","The term 'finances' alone is too vague to classify as a specific reason."
"RI475ia",2,"lack of support","systemic",0,0,"social","The reason implies a deficiency in societal or institutional support systems."
"RI475ia",3,"low wages","systemic",0,0,"economic","Low wages are typically influenced by systemic factors such as market conditions and industry standards."
"US761jk",1,"The leadership encourages it","systemic",1,0,"political","The reason attributes the cause to leadership, implying a systemic issue related to political influence or policy."
"US761jk",2,"Division among the people","systemic",0,0,"social","Division among people is a societal trend affecting social cohesion."
"US761jk",3,"Hatred among the people",NA,0,0,"social","The reason refers to social dynamics and relationships among individuals or groups."
"US761jk",4,"Inflation","systemic",0,0,"economic","Inflation is a systemic economic issue related to the overall increase in prices."
"US761jk",5,"Low wages","systemic",0,0,"economic","Low wages are typically influenced by systemic economic factors such as market conditions and labor policies."
"JW366xt",1,"lack of help","systemic",0,0,"social","The reason implies a deficiency in support systems or services, which is a systemic issue."
"JW366xt",2,"lack of resources","systemic",0,0,"economic","The reason refers to a systemic issue related to the availability of resources, which can impact economic conditions."
"JW366xt",3,"poor education system","systemic",1,0,"social","The reason points to systemic issues within the education system, which is often managed by government policies and institutions."
"WJ238ot",1,"society as a whole does not seem to be interested","systemic",0,0,"social","The reason points to a societal trend or collective behavior, indicating a lack of interest from society as a whole."
"WJ238ot",2,"the goverment is setting the rules so difficult for the elderly to use that they are not useing what should.","systemic",1,0,"political","The reason blames government policies for creating difficulties for the elderly."
"WJ238ot",3,"Overall the settup of the structure of our society., We do not value old people","systemic",0,0,"social","The reason points to societal structures and values regarding the elderly."
"XJ694oh",1,"Playing the victim","individual",0,0,"social","The reason attributes the issue to personal behavior or mindset."
"XJ694oh",2,"Not willing to work","individual",0,0,"economic","The reason attributes the issue to personal choice or behavior related to work."
"XJ694oh",3,"Brain washed","none",0,1,"other","The reason 'Brain washed' is too vague and lacks context to classify meaningfully."
"VC841lr",1,"A lot of people have been railroaded because of their honesty","individual",0,0,"social","The reason attributes the situation to personal attributes, specifically honesty, affecting individuals."
"VC841lr",2,"Hardwork can only get you so far even if done in a satisfatory quality.","individual",0,0,"other","The reason focuses on personal effort and its limitations."
"VC841lr",3,"Majority of people are out for themselves.","individual",0,0,"social","The reason attributes behavior to personal choices and attitudes, focusing on self-interest."
"VC841lr",4,"You can only control your actions not anyone else's.","individual",0,0,"other","The reason focuses on personal control and individual actions."
"ZT686ly",1,"They are having housing issues with rents going up","systemic",0,0,"economic","Rising rents are a systemic economic issue related to housing markets."
"ZT686ly",2,"They aren't getting as much bang for their buck with foodstamps","systemic",0,0,"economic","The reason refers to the purchasing power of food stamps, which is influenced by economic factors such as inflation or policy changes."
"ZT686ly",3,"They aren't allowed to sleep wherever they want to sleep if homeless, such as on sidewalks in a lot of cities","systemic",1,0,"social","The reason highlights systemic issues related to policies and regulations affecting homeless individuals."
"ZT686ly",4,"Encampments are being cleared out/not allowed in a lot of places","systemic",1,0,"social","The reason involves government policies and societal trends regarding the management of encampments."
"HF412fa",1,"Low salary","both",0,0,"economic","Low salary can be due to systemic factors like market conditions and individual factors like skills."
"HF412fa",2,"Increased debt","systemic",0,0,"economic","Increased debt is often linked to systemic economic factors such as market conditions or financial policies."
"HF412fa",3,"Lack of tax breaks","systemic",1,0,"economic","The reason involves government policy related to taxation, which is a systemic economic issue."
"HF412fa",4,"High premiums for housing and cars","systemic",0,0,"economic","The reason refers to market conditions affecting prices, which are systemic."
"HF412fa",5,"High interest rate","systemic",0,0,"economic","Interest rates are determined by central banks and financial markets, affecting the economy broadly."
"VC480ol",1,"policies not geared towards them","systemic",1,0,"political","The reason points to systemic issues related to government policies not addressing certain groups."
"VC480ol",2,"taking away rights","systemic",0,0,"political","Refers to systemic issues related to rights, likely involving institutions or policies."
"VC480ol",3,"increased harrassment","systemic",0,0,"social","Increased harassment is often linked to systemic social issues such as cultural norms or institutional failures."
"NM526dg",1,"inflation","systemic",0,0,"economic","Inflation is a systemic economic issue related to the overall price level in an economy."
"NM526dg",2,"tariffs","systemic",1,0,"economic","Tariffs are government-imposed taxes on imports or exports, affecting economic conditions."
"NM526dg",3,"our president","none",1,0,"political","The reason refers to a political figure without providing an explanation."
"NM526dg",4,"low wages and expensive basic goods","systemic",0,0,"economic","The reason involves economic structures affecting wages and prices."
"MZ985gj",1,"Cost of living","systemic",0,0,"economic","The cost of living is influenced by systemic economic factors such as inflation, housing markets, and wage levels."
"MZ985gj",2,"Ideaology","none",0,1,"other","The term 'Ideaology' is misspelled and lacks context, making it nonsensical."
"MZ985gj",3,"Bills that are being passed","systemic",1,0,"political","Refers to legislative actions and government policy."
"MZ985gj",4,"Bills that are being listened too","none",0,1,"other","The reason is nonsensical and does not provide a clear explanation."
"MZ985gj",5,"Changing of laws.","systemic",1,0,"political","The reason involves changes in laws, which are systemic and related to government actions."
"BV276sc",1,"economic situation","systemic",0,0,"economic","Refers to broader economic conditions affecting individuals and society."
"BV276sc",2,"inflation","systemic",0,0,"economic","Inflation is a systemic economic issue related to price levels and monetary policy."
"BV276sc",3,"low self esteem","individual",0,0,"other","Low self-esteem is a personal attribute affecting individual behavior and choices."
"BV276sc",4,"not confident","individual",0,0,"other","Lack of confidence is a personal attribute or feeling."
"BV276sc",5,"unemployment","systemic",0,0,"economic","Unemployment is typically related to economic structures and market conditions."
"TH058vf",1,"They are uneducated","individual",0,0,"social","The reason attributes the issue to personal attributes, specifically lack of education."
"TH058vf",2,"They lack the skills/knowledge to be successful","individual",0,0,"other","The reason attributes lack of success to personal skills and knowledge, which are individual factors."
"TH058vf",3,"They are being told who is to blame for their cicumstances","systemic",0,0,"social","The reason suggests influence from external narratives or societal messaging, which is systemic."
"MN780ky",1,"Lack of ability to make a life for oneself","individual",0,0,"other","Focuses on personal ability and self-sufficiency."
"MN780ky",2,"Poor job prospects","systemic",0,0,"economic","Job prospects are influenced by market conditions and economic structures."
"MN780ky",3,"Basic goods being far too expensive","systemic",0,0,"economic","The reason refers to market or economic conditions affecting prices."
"MN780ky",4,"Rampant corruption","systemic",1,0,"political","Corruption is a systemic issue involving institutions and governance."
"MN780ky",5,"Consolidation of all industries","systemic",0,0,"economic","The reason refers to the structural trend of industry consolidation, which is an economic issue."
"KH029xt",1,"Cost of medical increase","systemic",0,0,"economic","The reason refers to a systemic issue related to the rising costs in the healthcare market."
"KH029xt",2,"Cost of living increase","systemic",0,0,"economic","The reason refers to a broader economic trend affecting prices and expenses."
"KH029xt",3,"No increase to their wage","systemic",0,0,"economic","The reason relates to wage levels, which are influenced by systemic economic factors."
"KH029xt",4,"lonely","individual",0,0,"social","Being lonely is typically related to personal feelings and social connections."
"KH029xt",5,"no one sticking up for their tights since it is hard for them to do it themselves","individual",0,0,"social","The reason suggests a lack of personal advocacy or support, which is an individual issue."
"VL477ym",1,"Economic insecurity","systemic",0,0,"economic","Economic insecurity is often linked to systemic issues such as market fluctuations, unemployment rates, and economic policies."
"VL477ym",2,"Lack of opportunities","systemic",0,0,"economic","The reason refers to systemic issues related to the availability of opportunities, which is an economic concern."
"VL477ym",3,"Politically ignored","systemic",1,0,"political","The reason suggests a systemic issue related to political neglect or lack of attention from political institutions."
"VL477ym",4,"Falling behind","none",0,1,"other","The reason 'Falling behind' is too vague and lacks context to classify."
"AL002ii",1,"not very many policies to support","systemic",1,0,"political","Lack of policies indicates a systemic issue related to government action or inaction."
"AL002ii",2,"policies being cut","systemic",1,0,"political","The reason refers to changes in policies, which are systemic and related to government actions."
"AL002ii",3,"food prices rapidly increasing","systemic",0,0,"economic","The reason refers to a market trend affecting prices, which is a systemic issue."
"TX426wb",1,"Low wages and job insecurity","systemic",0,0,"economic","The reason relates to economic structures affecting wages and job stability."
"TX426wb",2,"Limited educational opportunities","systemic",0,0,"social","Limited educational opportunities are often due to systemic issues such as unequal access to quality schools and resources."
"TX426wb",3,"Affordable housing challenges","systemic",0,0,"economic","Affordable housing challenges are typically due to systemic issues in the housing market and economic policies."
"KX476zy",1,"low income","both",0,0,"economic","Low income can result from systemic factors like market conditions and individual factors like personal skills."
"KX476zy",2,"prices are to high","systemic",0,0,"economic","The reason refers to a systemic economic issue related to high prices."
"KX476zy",3,"rich are rich poor are poor","none",0,1,"other","The statement is too vague and lacks a clear explanation or context."
"KX476zy",4,"not enough chances to get ahead","systemic",0,0,"economic","Lack of opportunities is often due to systemic economic factors."
"KX476zy",5,"not enough cheap homes","systemic",0,0,"economic","The reason points to a systemic issue related to the housing market and availability of affordable housing."
"XJ769cc",1,"Lack of economic opportunity","systemic",0,0,"economic","The reason refers to broader economic structures and market conditions affecting opportunities."
"XJ769cc",2,"Jobs being offshored","systemic",0,0,"economic","Offshoring is a systemic issue related to global economic structures and market decisions."
"XJ769cc",3,"A shift in economic investment into other areas of the country","systemic",0,0,"economic","The reason involves a structural change in where economic resources are allocated."
"FM963as",1,"uncertainty","none",0,1,"other","The term 'uncertainty' alone is too vague and lacks context to classify."
"FM963as",2,"closure","none",0,1,"other","The term 'closure' is too vague and lacks context to classify."
"FM963as",3,"safety","none",0,1,"other","The term 'safety' alone is too vague and lacks context to classify."
"JW644wh",1,"technology","systemic",0,0,"other","Technology is a systemic factor as it involves societal trends and structures."
"JW644wh",2,"electric cars","none",0,1,"other","The reason 'electric cars' is too vague and lacks context to classify."
"JW644wh",3,"irresponsible youths","individual",0,0,"social","The reason attributes the issue to the behavior of young individuals."
"JW644wh",4,"lack of courtesy","individual",0,0,"social","The reason 'lack of courtesy' pertains to personal behavior and social interactions."
"CD336dt",1,"Medicine needs","none",0,1,"other","The reason is too vague and lacks context to classify properly."
"CD336dt",2,"Financial assistance needs","systemic",0,0,"economic","Refers to the need for financial support, which is often addressed through systemic structures like welfare programs or economic policies."
"CD336dt",3,"Affordable housing","systemic",0,0,"economic","Affordable housing is typically influenced by market conditions and housing policies."
"CD336dt",4,"Affordable food","systemic",0,0,"economic","The reason relates to the economic aspect of food pricing and availability, which is influenced by market structures and policies."
"XA970sq",1,"Because they have been left behind.","systemic",0,0,"social","The phrase suggests a societal trend or structure that has caused certain individuals or groups to be left behind."
"XA970sq",2,"Because powerful global forces are seeking to replace them.","systemic",0,0,"political","The reason refers to global forces, which implies systemic influences on a political level."
"XA970sq",3,"Because the nation is being ruled by oligarchs who ignore their votes and wishes","systemic",1,0,"political","The reason attributes the issue to systemic political structures where oligarchs have control, ignoring democratic processes."
"XA970sq",4,"Because inflation is eating away their income","systemic",0,0,"economic","Inflation is a systemic economic issue affecting income."
"XA970sq",5,"Because a small number of outside factions control media","systemic",0,0,"social","The reason points to control by external groups, indicating a systemic issue related to media influence."
"YZ016kr",1,"They dont make enough money","both",0,0,"economic","The reason suggests both systemic issues (wages, economic structures) and individual circumstances (personal income)."
"YZ016kr",2,"There arent opportunities to advance","systemic",0,0,"economic","Lack of advancement opportunities suggests systemic economic issues."
"YZ016kr",3,"They have worked hard and cant afford anything","both",0,0,"economic","The reason combines individual effort with systemic economic issues affecting affordability."
"VX639qp",1,"constantly targeted in the media","systemic",0,0,"social","Media targeting is a systemic issue related to societal trends and perceptions."
"VX639qp",2,"judged for their beliefs","individual",0,0,"social","Being judged for beliefs is related to personal attributes and social interactions."
"VX639qp",3,"ideas are not respected",NA,0,0,"social","The reason suggests a societal issue where ideas are not valued or respected, indicating a social trend or norm."
"VX639qp",4,"automatically judged negatively","individual",0,0,"social","The reason suggests a perception issue related to personal judgment, which is a social factor."
"VX639qp",5,"not considered in policy decisions","systemic",1,0,"political","The reason suggests exclusion from policy decisions, indicating a systemic issue related to government or public policy."
"RS563ol",1,"Low wages and rising inflation","systemic",0,0,"economic","The reason involves economic factors like wages and inflation, which are systemic issues."
"RS563ol",2,"Current healthcare system","systemic",0,0,"social","Refers to the structure and organization of healthcare services."
"RS563ol",3,"Authoritarian/Fascist administration","systemic",1,0,"political","The reason refers to a type of government administration, which is a systemic political issue."
"RS563ol",4,"Lack of social safety net","systemic",1,0,"social","The reason refers to the absence of institutional support systems, which is a systemic issue related to government policy."
"TE565rz",1,"job stability","systemic",0,0,"economic","Job stability is influenced by market conditions and economic structures."
"TE565rz",2,"worry for kids and future","none",0,0,"other","The reason expresses a general concern without specifying a cause or category."
"TE565rz",3,"economic struggles","systemic",0,0,"economic","Refers to broader economic conditions affecting individuals."
"TE565rz",4,"health","none",0,1,"other","The term 'health' alone is too vague and lacks context to classify as a reason."
"MZ800ys",1,"the government is rounding them up and people that look like them and deporting them","systemic",1,0,"political","The reason involves government actions and policies related to deportation, which are systemic and political in nature."
"MZ800ys",2,"the government is throwing out their belongings and putting them in jail","systemic",1,0,"political","The reason involves government actions affecting individuals, indicating systemic issues."
"MZ800ys",3,"the government is taking away their rights","systemic",1,0,"political","The reason involves government actions affecting individual rights, which is a systemic and political issue."
"MZ800ys",4,"the government is taking away and reducing their resources","systemic",1,0,"political","The reason attributes the issue to government actions affecting resources, indicating a systemic cause related to political decisions."
"CX593cx",1,"Not a good education","both",0,0,"social","Education quality can be influenced by systemic factors like school funding and individual factors like personal effort."
"CX593cx",2,"Struggling with bills","individual",0,0,"economic","The reason focuses on personal financial difficulties, which are individual economic issues."
"CX593cx",3,"Struggling with medical care","systemic",0,0,"social","Access to medical care often involves systemic issues related to healthcare systems and policies."
"CX593cx",4,"Home life environment","individual",0,0,"social","Refers to personal or family circumstances affecting an individual."
"CX593cx",5,"Lack of resources","systemic",0,0,"economic","The reason refers to a systemic issue related to the availability of resources, which is an economic concern."
"TY681ro",1,"few economic opportunities","systemic",0,0,"economic","Lack of economic opportunities is typically due to systemic factors like market conditions or economic policies."
"TY681ro",2,"few higher educational attainment","individual",0,0,"social","The reason focuses on personal educational achievement, which is an individual attribute."
"TY681ro",3,"discrimination from employment","systemic",0,0,"social","Discrimination in employment is a systemic issue related to societal trends and institutional practices."
"KV604bb",1,"low minimum wage","systemic",1,0,"economic","The reason refers to a systemic economic issue related to government policy on wage standards."
"KV604bb",2,"overpriced housing and rentals","systemic",0,0,"economic","The reason refers to market conditions affecting housing prices and rental costs."
"KV604bb",3,"expensive health care","systemic",0,0,"economic","The reason refers to the high costs associated with health care, which is a systemic economic issue."
"HG721hv",1,"Rights are taken away","systemic",1,0,"political","The reason implies a systemic issue related to political structures or policies affecting rights."
"HG721hv",2,"Fiscal policy only favors the ultra wealthy","systemic",1,0,"economic","The reason points to government fiscal policy benefiting the wealthy, indicating a systemic economic issue."
"HG721hv",3,"Non-whites are targeted","systemic",0,0,"social","The reason suggests a systemic issue related to racial targeting, which is a social concern."
"HG721hv",4,"LGBT people are threatened","systemic",0,0,"social","The reason highlights societal trends or structures that threaten LGBT people."
"JS969qn",1,"Stubborn","individual",0,0,"other","The reason 'stubborn' refers to a personal attribute or behavior."
"JS969qn",2,"Angry","none",0,1,"other","The reason 'Angry' is nonsensical as it does not provide a clear explanation or context."
"JS969qn",3,"Set in their ways","individual",0,0,"social","The phrase suggests a personal or behavioral explanation, indicating resistance to change or adaptation."
"JS969qn",4,"traditional","none",0,1,"other","The term 'traditional' alone is too vague and lacks context to classify as a reason."
"AW264th",1,"Low Income","both",0,0,"economic","Low income can result from systemic factors like market conditions and individual factors like personal skills."
"AW264th",2,"Lack of citizenship","both",0,0,"social","Lack of citizenship can be due to systemic legal and policy structures as well as individual circumstances."
"AW264th",3,"trouble with crime","systemic",0,0,"social","Crime is often linked to systemic social issues such as poverty and inequality."
"AW264th",4,"trouble with social groups",NA,0,0,"social","The reason relates to difficulties in interacting or integrating with social groups, which is a social issue."
"AW264th",5,"Elite entitlement","systemic",0,0,"social","Refers to societal trends and structures related to privilege and status."
"ZK181yh",1,"Things that I witness on social media","none",0,1,"other","The reason is vague and lacks a clear explanation or context."
"ZK181yh",2,"Government interactions","systemic",1,0,"political","The reason involves government actions or policies, which are systemic and political in nature."
"ZK181yh",3,"Systematic racism","systemic",0,0,"social","The reason refers to societal structures and trends related to race."
"WD608tr",1,"Racist Policies","systemic",1,0,"social","Racist policies are systemic as they involve institutional and policy-level discrimination, often linked to government actions or inactions."
"WD608tr",2,"Income Inequality","systemic",0,0,"economic","Income inequality is often attributed to systemic factors such as economic policies, market structures, and societal trends."
"WD608tr",3,"Environmental Racism","systemic",0,0,"social","Environmental racism refers to the systemic placement of minority communities in environmentally hazardous areas."
"WD608tr",4,"Current Administration","systemic",1,0,"political","Refers to the role of the current government administration."
"BR518sm",1,"poverty","systemic",0,0,"economic","Poverty is often linked to systemic economic structures and policies."
"BR518sm",2,"social status","systemic",0,0,"social","Social status is influenced by societal structures and norms."
"BR518sm",3,"physical strength","individual",0,0,"other","Physical strength is an individual attribute related to personal capability or fitness."
"BR518sm",4,"ungliness","none",0,1,"other","The reason 'ungliness' is nonsensical and does not provide a coherent explanation."
"BR518sm",5,"lack of education","both",0,0,"social","Lack of education can be due to systemic issues like inadequate schooling systems and individual factors like personal motivation."
"HN633am",1,"Lack of support","both",0,0,"social","The reason 'lack of support' can refer to both systemic issues (such as inadequate social services or community support structures) and individual issues (such as personal relationships or networks)."
"HN633am",2,"Lack of resources","systemic",0,0,"economic","Lack of resources is typically due to systemic issues like distribution and access."
"HN633am",3,"Depression","individual",0,0,"other","Depression is typically considered an individual mental health issue."
"HN633am",4,"No social network","individual",0,0,"social","Lack of a personal social network is an individual issue related to personal connections and relationships."
"HN633am",5,"Confused on what to do","none",0,1,"other","The reason is unclear and lacks context or explanation."
"IF251av",1,"Economic disruption","systemic",0,0,"economic","Economic disruption refers to changes in the economy affecting markets and structures."
"IF251av",2,"Technological Gap","systemic",0,0,"economic","The technological gap refers to differences in access to and use of technology, which is a systemic issue affecting economic opportunities and productivity."
"IF251av",3,"Cultural Alienation","systemic",0,0,"social","Cultural alienation refers to a societal trend where individuals feel disconnected from the dominant culture, impacting social identity and community."
"IF251av",4,"Loss of community","systemic",0,0,"social","The reason refers to a broader societal trend affecting social structures."
"QH713sj",1,"money","none",0,1,"other","The reason 'money' is too vague and lacks context to classify properly."
"QH713sj",2,"stress","individual",0,0,"other","Stress is typically related to personal experiences and individual responses."
"QH713sj",3,"health","none",0,1,"other","The term 'health' alone is too vague and lacks context to classify as a reason."
"QH713sj",4,"food","none",0,1,"other","The reason 'food' is too vague and lacks context to classify meaningfully."
"QH713sj",5,"benefits","none",0,1,"other","The term 'benefits' alone is too vague and lacks context to classify as a reason."
"IG147ld",1,"Low wages","systemic",0,0,"economic","Low wages are typically influenced by systemic factors such as market conditions, industry standards, and economic policies."
"IG147ld",2,"Family poverty","systemic",0,0,"economic","Family poverty is often linked to systemic economic issues such as income inequality and lack of access to resources."
"IG147ld",3,"Rising costs","systemic",0,0,"economic","Rising costs are typically due to systemic economic factors such as inflation or market conditions."
"ES187sd",1,"Inflation","systemic",0,0,"economic","Inflation is a systemic economic issue related to market dynamics and monetary policy."
"ES187sd",2,"Job Opportunites","systemic",0,0,"economic","Refers to the availability of employment, which is influenced by economic structures and market conditions."
"ES187sd",3,"Interest Rates","systemic",0,0,"economic","Interest rates are a systemic economic factor influenced by central banks and financial markets."
"ES187sd",4,"Mortgage Rates","systemic",0,0,"economic","Mortgage rates are influenced by broader economic factors and financial markets."
"ES187sd",5,"Wages","systemic",0,0,"economic","Wages are typically influenced by systemic economic factors such as market conditions and industry standards."
"QK826lr",1,"Not enough money","systemic",0,0,"economic","Lack of money is often due to systemic economic factors like wages, employment, or market conditions."
"QK826lr",2,"Don’t own a house","individual",0,0,"economic","The reason is related to personal ownership, which is an individual economic situation."
"QK826lr",3,"Dead end job","both",0,0,"economic","A 'dead end job' can result from systemic economic factors like market conditions and individual factors like personal career choices."
"OD524if",1,"they are economically disadvantaged","systemic",0,0,"economic","The reason refers to a systemic issue related to economic disadvantage."
"OD524if",2,"some are liberal and feel disadvantaged","individual",0,0,"social","The reason refers to personal feelings of disadvantage based on political identity."
"OD524if",3,"some are conservative and feel disadvantaged","individual",0,0,"social","The reason attributes feelings of disadvantage to personal political beliefs, which is an individual perspective."
"ZS865le",1,"Lack of respect","individual",0,0,"social","The reason 'lack of respect' pertains to personal behaviors or attitudes, which are individual factors, and it relates to social interactions or status."
"ZS865le",2,"Financial difficulties","both",0,0,"economic","Financial difficulties can arise from systemic economic conditions and individual financial management."
"ZS865le",3,"Fair education","systemic",0,0,"social","The reason refers to the quality and accessibility of education, which is a systemic social issue."
"ZS865le",4,"Lack of quality family time","individual",0,0,"social","The reason focuses on personal or family choices and behaviors related to spending time together."
"ZS865le",5,"Less access to quality healthcare","systemic",0,0,"social","Access to healthcare is influenced by systemic factors like healthcare infrastructure and policies."
"ZW808xn",1,"career development","individual",0,0,"economic","Career development is typically related to personal attributes, choices, and skills."
"ZW808xn",2,"financial freedom","individual",0,0,"economic","Financial freedom is typically achieved through personal financial management and decision-making."
"ZW808xn",3,"status","none",0,1,"other","The term 'status' alone is too vague and lacks context to classify as a reason."
"ZW808xn",4,"networking","individual",0,0,"social","Networking is related to personal efforts and social interactions."
"ZW808xn",5,"technology advancement","systemic",0,0,"other","Technology advancement is a systemic factor as it involves societal trends and market changes."
"IS771mw",1,"Attack on rights","systemic",0,0,"political","An attack on rights typically involves systemic issues related to political structures or policies."
"IS771mw",2,"Less services","systemic",0,0,"social","The reason refers to a reduction in available services, which is a systemic issue related to social infrastructure."
"IS771mw",3,"Less resources","systemic",0,0,"economic","The reason 'less resources' suggests a systemic issue related to the availability of resources, which can impact economic conditions."
"IS771mw",4,"Dangerous rhetoric","systemic",0,0,"political","Rhetoric can influence political climates and societal structures."
"IS771mw",5,"Public backlash","systemic",0,0,"social","Public backlash is a societal reaction, often influenced by collective attitudes and social dynamics."
"UY005ie",1,"discrimination","systemic",0,0,"social","Discrimination is a systemic issue related to societal trends and structures."
"UY005ie",2,"lack of access to wealth","systemic",0,0,"economic","The reason refers to systemic economic structures that limit access to wealth."
"UY005ie",3,"lack of access to resources","systemic",0,0,"economic","The reason refers to systemic issues related to the distribution and availability of resources, which is an economic concern."
"UY005ie",4,"low health literacy","both",0,0,"social","Low health literacy can be due to systemic factors like education systems and individual factors like personal effort in understanding health information."
"UY005ie",5,"marginalization","systemic",0,0,"social","Marginalization is a systemic issue related to social structures and exclusion."
"BP912xe",1,"High prices","systemic",0,0,"economic","High prices are typically influenced by market conditions and economic factors."
"BP912xe",2,"No work","systemic",0,0,"economic","Lack of employment opportunities is a systemic economic issue."
"BP912xe",3,"Disability","individual",0,0,"social","Disability is often related to personal health conditions or impairments."
"BP912xe",4,"Poor medical","systemic",0,0,"social","Refers to the quality of healthcare services, which is a systemic issue."
"BP912xe",5,"Low assistance","systemic",0,0,"social","The reason implies a lack of support or services, which is a systemic issue."
"QZ918wy",1,"The media is not accurately reporting the truth to them.","systemic",0,0,"social","The reason involves media institutions and their role in society."
"QZ918wy",2,"Politicians aren't fighting for them.","systemic",1,0,"political","The reason attributes the issue to politicians' actions or inactions, which is a systemic factor related to political processes."
"QZ918wy",3,"Their votes are being gerrymandered so that they no longer count.","systemic",1,0,"political","Gerrymandering is a systemic issue involving political manipulation of electoral district boundaries."
"QZ918wy",4,"They see the country marching backwards with every ruling by a radical Supreme Court","systemic",1,0,"political","The reason attributes the issue to decisions made by the Supreme Court, a governmental institution."
"QZ918wy",5,"The number of dead children in schools only increases, and nothing is ever done to help.","systemic",1,0,"social","The reason highlights a systemic issue related to school safety and implies government inaction."
"QW635bx",1,"no jobs","systemic",0,0,"economic","Lack of jobs is a systemic issue related to economic structures and market conditions."
"QW635bx",2,"failed expectations","none",0,0,"other","The reason 'failed expectations' is too vague to classify as systemic or individual and does not clearly fit into economic, social, or political categories."
"QW635bx",3,"no respect for their skills","individual",0,0,"social","The reason focuses on personal attributes and how they are perceived by others."
"HX142vt",1,"Substandard and unaffordable housing","systemic",0,0,"economic","The issue relates to housing markets and affordability, which are systemic economic concerns."
"HX142vt",2,"Substandard and unaffordable education","systemic",0,0,"social","The reason points to issues within the education system affecting accessibility and quality."
"HX142vt",3,"Substandard and unaffordable health services","systemic",0,0,"social","The reason points to systemic issues in health services, which are part of societal structures."
"HX142vt",4,"Substandard and unaffordable social and economic services in general","systemic",0,0,"social","The reason points to systemic issues in the provision of social and economic services."
