"id","left_behind_score","reasons_csv","systemic","government","economic","cultural","race","gender","age"
"SY475ht",3,"physical disability, education barriers, employment challenges, financial constraints",5,2,3,2,1,1,2
"RB831ti",3,"age gap, generational differences, communication barriers",5,1,2,3,1,2,3
"PZ991ap",4,"medical assistance, child safety, system failure",6,4,2,3,2,2,2
"HT124bs",4,"financial stress, limited leisure, social isolation, travel restrictions",6,1,5,3,1,2,2
"XK539tt",4,"housing costs, career stagnation, family pressure",5,1,4,3,1,2,3
"FT808qe",5,"economic inequality, tax policies, marginalization, tariffs, health insurance, essential programs",7,5,5,4,2,1,2
"JP598hz",4,"financial strain, long work hours, low wages, economic inequality",6,2,5,2,1,1,2
"EC498ll",3,"gender bias, promotion barriers, salary disparity",6,1,4,4,1,4,2
"BH576qo",4,"economic inequality, bad policies, vocal minority, fear, hatred",6,4,4,4,2,2,2
"WL727ym",1,"financial stability, education focus, hard work",5,1,1,1,1,1,1
"WF691up",4,"financial literacy, investment knowledge, education gaps, workforce preparation",6,2,3,2,1,1,3
"JU287wd",3,"part time work, career goals, education mismatch",4,1,3,2,1,2,2
"YN547hw",1,"none",4,1,1,1,1,1,1
"UA664vx",5,"health issues, career stagnation, financial struggles, social isolation, lost time, mobility limitations",2,1,2,1,1,1,2
"NK069kk",4,"career access, gender bias, racial bias, limited opportunities, support networks",6,2,2,5,3,4,2
"GN277uy",3,"social isolation, communication gaps, personal choices",2,1,1,3,1,1,2
"VJ096up",4,"technology advancement, skill gaps, time constraints, resource limitations",6,1,3,2,1,1,3
"OQ247kv",4,"financial instability, limited travel, family distance, restricted activities",5,1,5,2,1,1,2
"GC867fi",4,"career gap, stay at home, military spouse, age concerns, education delay",5,3,3,3,1,4,4
"GK831qg",4,"career stagnation, financial insecurity, age pressure",5,1,4,2,1,2,4
"OX245qr",3,"career stagnation, unmet goals, financial concerns",4,1,4,2,1,1,3
"IZ416xc",3,"sibling favoritism, self-reliance, parental neglect",2,1,1,2,1,3,2
"TV180vw",3,"technology skills, career recognition, personal growth, external comparison, fast trends, milestone pressure",5,1,2,3,1,1,3
"AL472lu",4,"technology advancement, career progression, social milestones, skill gaps",5,1,3,2,1,2,3
"HI148ej",2,"pop culture, technology advancement, sports knowledge",2,1,1,3,1,1,3
"PI748uv",5,"divorce, financial strain, false accusations, health issues, job loss, legal system bias, housing instability, transgender discrimination, parental alienation, mental health impact",7,4,4,4,2,5,2
"RA889ld",4,"career stagnation, missed opportunities, rapid change",5,1,3,2,1,2,2
"GV609ch",4,"income inequality, financial barriers, social neglect",7,3,5,4,1,1,1
"YY734mv",2,"age, consumer influence",5,1,3,3,1,2,4
"WN777qv",3,"government inaction, funding cuts, healthcare access",6,5,3,4,1,1,1
"OI259em",4,"limited opportunities, rising costs, social changes",6,2,4,3,1,2,3
"RW357ue",4,"career stagnation, limited advancement, field saturation",5,1,3,2,1,1,2
"ZM262eq",4,"high taxes, rising costs, no assistance, economic inequality, middle class burden",6,4,5,3,1,1,2
"EU433yx",2,"underpaid",5,1,4,2,1,2,2
"CG393bx",3,"family development, real estate ownership, stable foundation, relationship status",5,1,3,3,1,2,3
"VG376zq",3,"childhood trauma, abandonment, emotional distance, isolation",3,1,1,3,1,1,2
"BL279yh",4,"financial stability, housing costs",6,2,5,2,1,1,3
"IW499fz",2,"social connections, cultural differences, technology impact",5,1,1,4,2,1,2
"QD492xm",5,"unemployment, lack of support, government inaction, invisible statistics, stagnant wages, weak safety net, unaffordable healthcare",7,4,5,4,1,1,2
"JD412gi",1,"no feelings of being left out",5,1,1,1,1,2,1
"KG807um",5,"financial debt, housing instability, saving challenges",6,1,5,2,1,1,2
"SB461he",1,"no factors identified",1,1,1,1,1,1,1
"AF694lo",4,"lack of promotion, career stagnation, peer advancement",4,1,3,2,1,1,2
"ZM824bm",4,"income decrease, financial insecurity, career stagnation, peer comparison",4,1,5,2,1,1,2
"CV908rf",3,"nontraditional background, lack of experience, training undervalued, close mindedness, nonconformist",6,1,3,2,1,1,2
"ED410oh",4,"technology changes, ai implementation, job security, learning curve",6,1,3,2,1,1,3
"HN026zu",3,"identity politics, hiring bias, perceived inequalities, over-correction, employment opportunities",6,2,2,4,3,4,2
"AW542vd",4,"government policies, economic inequality, lack of support",7,5,4,4,1,1,1
"UE315wy",3,"health issues, job loss, financial struggle, career change, feeling stuck",4,2,4,2,1,2,3
"GR242ti",4,"housing costs, lack of support, unfair policies",6,3,5,3,1,1,4
"YE604sc",4,"social isolation, work-life imbalance, lack of time, missing out, peer comparison",4,1,2,3,1,1,4
"JP480eo",3,"missed opportunities, youth skipped, different stages, time lost, catching up, personal trauma",4,1,2,3,1,2,4
"GN948we",4,"mental health, caretaker role, lack of support, no personal time, family expectations",6,1,2,3,1,2,2
"WJ968bm",5,"lack of respect, public mockery, no education, no college, disconnection, selfishness, health risks, job stress",6,2,2,4,1,2,2
"CE819nh",5,"relationship changes, emotional distress, life transition, loss of stability",4,1,1,2,1,4,3
"VN910wa",5,"systemic bias, lack of representation, economic disparity, educational barriers, social exclusion",7,3,3,4,3,2,1
"QL904qw",5,"wealth inequality, political influence, economic disparity, working class struggles",7,4,5,3,1,1,1
"UJ854yk",4,"social media, comparison, career pressure, family expectations, self doubt",2,1,2,4,1,2,2
"LX473nm",4,"political polarization, identity politics, failed ideologies, radicalization, political violence, neoconservatism, neoliberalism, fractured parties, social issues, authoritarianism",7,5,2,4,1,1,2
"FW773cm",4,"housing costs, government inaction, private equity, rising prices, political issues",6,5,5,3,1,1,2
"OW275jy",3,"career advancement, financial growth, skill gaps, opportunity access, peer comparison",6,1,3,2,1,2,2
"ON867gu",2,"loss of family, isolation, moving on",5,1,1,3,1,1,3
"CC844xw",3,"career instability, burnout recovery, education delay",4,1,4,2,1,1,3
"HM710eb",4,"economic changes, job loss, globalization, automation, policy shifts",6,3,5,3,1,1,2
"PJ079fd",3,"housing costs, financial stress, career stagnation, income disparity",5,2,5,2,1,2,2
"DP426dz",5,"technology gap",6,1,2,2,1,1,3
"ZE908xd",4,"housing costs, income inequality, high expenses, financial instability",6,3,5,4,1,1,2
"WH113lm",2,"social exclusion, communication gap, lack of connection",4,1,1,3,1,2,2
"TJ448wr",1,"personal choice, minimalism, nature preference, solitude, art focus, limited ambition",5,1,2,2,1,1,1
"JN278wa",3,"technology access, financial constraints, lifestyle differences",5,1,4,3,1,1,3
"LB814px",3,"age discrimination, career stagnation, missed opportunities",6,1,3,3,1,1,5
"AO112kq",1,"family support",1,1,1,1,1,1,1
"GJ204hx",3,"rising costs, fixed income, technological change, future uncertainty",6,2,3,3,1,2,3
"QO636sb",3,"financial inequality, lack of support, economic disparity",6,3,5,3,2,1,2
"MR969ki",4,"career goals, adult accomplishments, business challenges, home ownership, peer comparison",5,1,4,2,1,2,3
"ER032la",3,"late graduation, career uncertainty, financial insecurity",2,1,3,2,1,1,5
"HD873lf",3,"late college start, peer comparison",4,1,2,2,1,1,3
"CR333ku",2,"pensionable income",5,3,4,2,1,2,4
"FF285bj",3,"political misinformation, media bias, social division, lack of transparency",6,5,1,4,1,1,1
"PA284xc",4,"lack of support, adhd diagnosis, late diagnosis, reciprocity issues, adult challenges",5,1,2,2,1,2,3
"NU938lf",1,"unmet expectations, career aspirations, financial status, personal achievements, travel opportunities, creative pursuits, professional success, social comparison",4,1,2,2,1,1,2
"QG162ia",5,"housing costs, job market, wage stagnation, american dream, political blame, immigration issues, healthcare access, cost of living",6,3,5,4,1,1,4
"SX088sg",3,"political polarization, lack of dialogue, entrenched views, stalemate, closed cooperation",6,3,2,3,1,1,2
"QP040wj",3,"age difference, workplace dynamics, cultural disconnect",5,1,1,3,1,2,5
"PR430ma",3,"income disparity, investment knowledge, fast-paced life",5,1,5,2,1,1,4
"XN866pe",2,"different values, consumerism, community focus, local support",6,1,3,3,1,1,2
"CT263pk",3,"rapid change, nostalgia, complexity increase",5,1,2,3,1,1,3
"XR573vk",4,"degree value, career barriers, racial inequality, gender inequality",6,2,4,4,4,4,2
"WI943pq",2,"early parenthood, education delay, peer comparison",3,1,2,3,1,4,4
"ON359vj",4,"rapid technology, ai takeover, generational shift",6,1,3,2,1,1,3
"TQ369my",4,"divorce, career gap, social isolation, financial insecurity, ageism",5,1,3,3,1,4,4
"EZ994qi",2,"housing costs, financial instability, market competition, age pressure",5,1,4,2,1,2,3
"MY347xn",4,"tech skills gap, age disparity, career opportunities, education choices, remote work trends",5,1,4,2,1,2,4
"GC048sx",4,"student debt, family obligations, job market, part-time work, financial struggles, career stagnation, delayed milestones",5,2,5,2,1,2,3
"BF150ox",3,"education gap",5,1,3,3,1,1,3
"NB955pn",4,"low income, large family, limited opportunities, minimal jobs, career stagnation, no degree",6,2,5,4,2,1,2
"NH478sj",4,"career stagnation, relationship status, financial instability, age expectations, peer comparison",4,1,3,3,1,2,5
"CV764gr",4,"job changes, layoffs, financial setbacks, bankruptcy, catch up",5,1,4,2,1,1,3
"PO770wo",4,"social media, age pressure, family expectations, fertility concerns, emotional longing",2,1,1,3,1,4,4
"SJ712ht",4,"financial struggles, housing costs, relationship status, career stagnation, peer comparison",5,1,4,3,1,2,5
"DT164de",1,"technology advancements",6,1,1,2,1,1,1
"XV904lx",3,"lack of time, financial constraints, travel opportunities, cultural exposure",4,1,3,4,1,1,2
"HN893oh",2,"single income, financial choices, income disparity",5,1,2,2,2,2,2
"RI649we",3,"tax inequality, economic disparity, unfair system",7,5,5,3,1,1,1
"FN164ze",3,"economic stability",5,1,3,2,1,1,2
"KO328cu",4,"student debt, low-paying jobs, unpaid internships, degree relevance",6,2,5,3,1,1,2
"GO178oz",1,"contentment, personal growth, positive mindset",4,1,1,1,1,1,1
"CS553ax",5,"health issues, career stagnation, peer advancement",6,1,2,1,1,1,2
"JX559va",3,"career growth, financial disadvantage, social disadvantage, lack of recognition",6,3,3,3,2,2,3
"OM532oq",4,"income inequality, wage disparity, corporate hierarchy",7,2,5,3,1,1,1
"AQ686ko",4,"financial stability, career progress, limited resources, networking, guidance",5,2,4,2,2,1,3
"DM781dn",2,"low salary, financial stress, income gap, job dissatisfaction",6,4,4,3,1,2,2
"TI202hb",1,"no feelings of being left",1,1,1,1,1,1,1
"BP436pl",1,"social media access, easy adaptation",5,1,1,3,1,1,1
"LV604te",3,"financial insecurity, age concerns, career stagnation",5,1,4,2,1,2,4
"TA578wl",3,"age discrimination, lack of respect, feeling undervalued, societal perception",5,1,2,3,1,2,5
"XJ292no",4,"financial literacy, late investments, economic background, parental guidance, retirement planning",5,1,5,4,2,1,4
"IU374bt",4,"economic struggles, insurance issues, natural disasters, housing costs, bureaucratic hurdles, financial instability, government inaction, income disparity",6,4,5,3,1,1,2
"BH296yr",1,"personal progress, social alignment, tech adaptation",4,1,1,1,1,1,1
"VC313je",2,"late start, wealth gap, financial pressure",5,1,4,2,1,1,3
"RL168qq",1,"job stability, comfortable wage, housing access",5,2,4,2,1,1,1
"HN250md",3,"technology changes, career goals, social changes, peer milestones, family pressure, housing costs",5,1,3,3,1,2,3
"UB500zt",2,"financial struggles, job insecurity, rising costs",6,2,5,2,1,1,2
"NP275fq",4,"housing costs, retirement savings, car ownership",5,2,5,2,1,2,5
"TK032xv",4,"rising costs, stagnant wages",6,3,5,3,1,1,2
"VL478ci",2,"economic growth, financial gains, financial goals",5,2,3,2,2,2,2
"QT454qk",4,"economic instability, job insecurity, rising living costs, lack of opportunities, housing costs",6,3,5,3,1,2,4
"BE539qw",3,"family distance, health issues, time constraints, emotional support, family responsibilities",5,1,2,2,1,2,2
"RT991gn",4,"cost of living, government neglect, economic inequality, stagnant wages, financial insecurity",6,4,5,3,1,1,2
"BG178gw",4,"social isolation, financial strain, medical costs, age discrimination, rising expenses",6,3,5,3,1,2,4
"FO016ue",3,"mobility issues, health limitations, transportation barriers",4,1,2,1,1,1,2
"WM145bv",2,"wealth divide, healthcare costs, housing costs, food insecurity",6,3,5,3,1,1,2
"AA933nr",4,"financial constraints, career stagnation, overqualification, work life balance",6,1,5,2,1,2,2
"TQ926ak",5,"income inequality, healthcare costs, food insecurity, lack of vacation, education barriers",6,4,5,3,1,1,2
"TT680ei",2,"discrimination, career stagnation, unmet expectations",5,2,2,3,2,3,2
"JB533xn",1,"low income, illness, uncontrollable circumstances, unhealthy food, unhealthy environments",5,3,3,2,1,1,2
"ZW513ae",4,"wealth disparity, healthcare access, social inequality, economic barriers, lack of support",7,4,5,4,1,1,2
"NU162ix",4,"lack of guidance, no mentorship, decision making, feeling isolated, self-reliance",4,1,2,2,1,1,3
"GB597mp",1,"no factors",4,1,3,1,1,1,1
"NA398fk",3,"social isolation, trend awareness, feeling out of loop",4,1,1,3,1,2,3
"MP755no",4,"career stagnation, lack of mobility, unchanging environment",5,1,3,2,1,1,2
"ZH037kq",3,"financial education, lost time, catch up",4,1,4,2,1,1,4
"RD109wb",3,"career progress, financial stability, family planning, relationship issues",4,1,3,2,1,2,3
"FU860qi",5,"housing costs, job competition, degree value",6,2,5,4,1,1,3
"SN630vp",3,"social exclusion, lack of invites, event isolation",2,1,1,3,1,1,2
"JI806hr",4,"ageism, racial bias, citizen status, political neglect, senior disregard, immigration focus",6,4,3,4,2,2,5
"RZ523zm",3,"financial support, housing access, unequal opportunities",5,1,3,3,2,2,2
"PQ918mo",4,"technology gap, career stagnation, financial insecurity, rising living costs, limited opportunities, social isolation, resource disparity, education access, healthcare access",6,1,5,3,1,1,3
"CN208iy",3,"career stagnation, financial instability, educational gaps, lack of support, health issues",5,1,4,2,1,1,3
"AU575uy",4,"generation gap, financial education, late investing, missed opportunities, interest rates",6,1,4,2,1,1,4
"RT607br",2,"unmet expectations, financial stagnation, dreams deferred",4,1,3,2,1,1,2
"AL100ck",1,"lack of support, communication barriers, external pressure",4,1,2,2,1,1,2
"WM841qg",1,"no feeling left behind",1,1,1,1,1,1,1
"FQ207do",4,"technology changes, career stagnation, social disconnection, peer comparison, missed opportunities",5,1,3,2,1,1,3
"GI916ie",1,"societal expectations, family pressure, personal choices",4,1,1,2,1,1,1
"WY816yt",3,"social exclusion, political differences, lack of belonging",4,2,1,3,1,2,2
"PL805ab",1,"social climate",6,2,1,3,1,1,2
"OK919yx",4,"government policies, income inequality, automation, corporate greed",7,4,5,3,1,1,2
"RG421qg",2,"career advancement, training gaps, certification delays",5,1,3,2,1,2,2
"SS639ff",4,"creativity stifled, rigid career paths, societal pressure, lack of open-mindedness, economic focus, validation dependency, slow life undervalued, creative fulfillment, system rigidity, career emphasis",6,1,2,4,1,2,3
"JH524fk",3,"technology gap, cryptocurrency knowledge",6,1,3,2,1,1,3
"KH798mq",1,"lofty goals, personal creation",1,1,1,1,1,1,1
"LQ995pc",3,"technological changes, adoption speed, subtle pressure",5,1,3,3,1,2,3
"PZ184cl",4,"relationship status, financial insecurity, isolation, emotional distress",2,1,3,3,1,3,3
"YD630gm",1,"personal choice, independence, self-direction",1,1,1,1,1,1,1
"SH466ee",5,"discrimination, mass migration, political control, cultural change",7,4,2,5,3,3,1
"YJ789uu",3,"political exclusion, extreme polarization, lack of representation",7,5,2,4,1,1,1
"HX525bi",3,"technology changes, new tools, fast pace, keeping up, latest app, software updates, work processes",5,1,2,2,1,1,3
"UX556eo",5,"living wage, safe housing, healthy food, disability support",7,4,5,4,1,1,2
"JJ292ry",3,"sexual identity, social acceptance, community belonging",2,1,1,4,1,4,1
"JO695wv",2,"lack of motivation, feeling stuck, disillusionment, uncertain future",5,2,3,2,1,1,2
"XD294xa",4,"high rent, utility costs, income inequality, investment barriers, wealth gap",6,2,5,3,1,1,2
"RH687ds",2,"mental health, gender bias, aging, technology gap",5,1,2,3,1,3,4
"HI410gn",5,"income inequality, financial barriers, economic disparity, wealth gap",7,5,5,4,1,1,2
"FJ786eu",2,"late childbearing, peer comparison, family milestones",5,1,2,3,1,3,4
"MS642bk",2,"unfulfilled goals, peer comparison, personal growth, life satisfaction",4,1,2,2,1,1,3
"NG529eq",4,"ai replacement, job loss, skill obsolescence, economic disparity, income reduction",7,2,5,2,1,1,2
"TP386pi",5,"racism, social exclusion, ethnic bias, lack of belonging, unequal progress",6,2,2,5,5,1,1
"KM917ot",4,"age, limited income, retirement insecurity, family responsibilities, job dependency",6,2,4,2,1,2,5
"NJ821sr",3,"income gap, lack of wealth, economic inequality",6,2,5,4,2,1,2
"CH574yv",2,"fast-paced life, time management, social pressure",5,1,1,2,1,1,2
"BG349hb",4,"job loss, unstable employment",6,1,5,2,1,1,4
"WG733rz",3,"age, disability, physical limitations, reduced mobility, activity restrictions",5,1,1,3,1,1,4
"DK339up",3,"financial dependency, limited income, economic insecurity",6,5,5,2,1,1,5
"NF942xe",3,"technological change, cost of living, workplace evolution, housing affordability, healthcare costs, education expenses, uneven opportunities, resource access, network disparities",6,2,4,3,1,1,3
"ZR467yr",2,"economic factors, social factors",6,2,4,3,1,2,2
"PK191mz",4,"unmet expectations, lack of preparation, societal changes",6,3,3,3,1,2,3
"CG561mp",4,"economic upbringing, lack of guidance, poor education, limited opportunities",6,2,5,3,1,1,2
"CI580fm",4,"job loss, medical costs, divorce, age discrimination, career stagnation",6,2,5,3,1,2,5
"HU141ms",4,"social isolation, financial instability, career stagnation, pandemic impact, lack of progress",5,1,4,3,1,1,3
"NY746wv",2,"political division, government actions, social unrest",6,4,2,3,1,2,2
"GN186kv",4,"job market, career stagnation, financial stress, peer comparison, lost opportunities",4,1,4,2,1,1,3
"FO336bx",3,"lack of voice, limited opportunities, personal struggles",6,2,3,3,2,2,3
"YU009ca",2,"systemic bias, racial inequality, discrimination, social injustice, economic disparity",7,2,2,3,2,1,1
"QI884hj",4,"disability, relationship status, social comparison",5,1,2,3,1,2,3
"HX537ib",5,"historical inequality, generational wealth, systemic racism, economic disparity, discriminatory policies",7,4,5,5,5,3,2
